"quiz_id","title","submission_id","submitted_at","question_number","question","answer","correct"
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","18979a3c-41c4-4211-9a42-6ab138fb9166","2026-07-18T12:12:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","9ddc2572-637e-4d67-9dd7-b4bda0fe026f","2026-07-18T14:16:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","9ddc2572-637e-4d67-9dd7-b4bda0fe026f","2026-07-18T14:16:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","9ddc2572-637e-4d67-9dd7-b4bda0fe026f","2026-07-18T14:16:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","9ddc2572-637e-4d67-9dd7-b4bda0fe026f","2026-07-18T14:16:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Frank Lampard",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","9ddc2572-637e-4d67-9dd7-b4bda0fe026f","2026-07-18T14:16:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","951046f5-a745-48c5-9ec9-fdc98ed911e1","2026-07-18T14:50:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","951046f5-a745-48c5-9ec9-fdc98ed911e1","2026-07-18T14:50:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","951046f5-a745-48c5-9ec9-fdc98ed911e1","2026-07-18T14:50:00Z",3,"Which animal features on the Chelsea FC club crest?","Wolf",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","951046f5-a745-48c5-9ec9-fdc98ed911e1","2026-07-18T14:50:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Didier Drogba",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","951046f5-a745-48c5-9ec9-fdc98ed911e1","2026-07-18T14:50:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2005",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","a92fa4b8-28cf-4bea-9c81-7bc1d3da867f","2026-07-18T16:43:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","a92fa4b8-28cf-4bea-9c81-7bc1d3da867f","2026-07-18T16:43:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","a92fa4b8-28cf-4bea-9c81-7bc1d3da867f","2026-07-18T16:43:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","a92fa4b8-28cf-4bea-9c81-7bc1d3da867f","2026-07-18T16:43:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Didier Drogba",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","a92fa4b8-28cf-4bea-9c81-7bc1d3da867f","2026-07-18T16:43:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e742a150-c9d9-4193-b16e-ea32e8c27216","2026-07-18T17:22:00Z",1,"In which year was Chelsea FC founded?","1932",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e742a150-c9d9-4193-b16e-ea32e8c27216","2026-07-18T17:22:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e742a150-c9d9-4193-b16e-ea32e8c27216","2026-07-18T17:22:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e742a150-c9d9-4193-b16e-ea32e8c27216","2026-07-18T17:22:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Didier Drogba",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e742a150-c9d9-4193-b16e-ea32e8c27216","2026-07-18T17:22:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","08813d67-2882-413f-b142-20e94b3ef6e6","2026-07-18T19:24:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","08813d67-2882-413f-b142-20e94b3ef6e6","2026-07-18T19:24:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","08813d67-2882-413f-b142-20e94b3ef6e6","2026-07-18T19:24:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","08813d67-2882-413f-b142-20e94b3ef6e6","2026-07-18T19:24:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Frank Lampard",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","08813d67-2882-413f-b142-20e94b3ef6e6","2026-07-18T19:24:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2021",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","fa5e21c9-001f-49db-abb9-135d72c64739","2026-07-18T20:10:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","fa5e21c9-001f-49db-abb9-135d72c64739","2026-07-18T20:10:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","fa5e21c9-001f-49db-abb9-135d72c64739","2026-07-18T20:10:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","fa5e21c9-001f-49db-abb9-135d72c64739","2026-07-18T20:10:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Frank Lampard",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","fa5e21c9-001f-49db-abb9-135d72c64739","2026-07-18T20:10:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","11734706-07f2-4dec-aa2e-065c18d487df","2026-07-18T21:06:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","11734706-07f2-4dec-aa2e-065c18d487df","2026-07-18T21:06:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","11734706-07f2-4dec-aa2e-065c18d487df","2026-07-18T21:06:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","11734706-07f2-4dec-aa2e-065c18d487df","2026-07-18T21:06:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Frank Lampard",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","11734706-07f2-4dec-aa2e-065c18d487df","2026-07-18T21:06:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2005",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ac66c244-9976-42d8-9b8f-52f52522e4b9","2026-07-18T21:28:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ac66c244-9976-42d8-9b8f-52f52522e4b9","2026-07-18T21:28:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ac66c244-9976-42d8-9b8f-52f52522e4b9","2026-07-18T21:28:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ac66c244-9976-42d8-9b8f-52f52522e4b9","2026-07-18T21:28:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Frank Lampard",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ac66c244-9976-42d8-9b8f-52f52522e4b9","2026-07-18T21:28:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","9d331472-bbb5-48c0-ae03-e566114ee282","2026-07-18T23:34:00Z",1,"In which year was Chelsea FC founded?","1932",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","9d331472-bbb5-48c0-ae03-e566114ee282","2026-07-18T23:34:00Z",2,"What is the name of Chelsea FC's home stadium?","Craven Cottage",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","9d331472-bbb5-48c0-ae03-e566114ee282","2026-07-18T23:34:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","9d331472-bbb5-48c0-ae03-e566114ee282","2026-07-18T23:34:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Bobby Tambling",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","9d331472-bbb5-48c0-ae03-e566114ee282","2026-07-18T23:34:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2008",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","52122b68-be3e-455a-a635-8602d4a73d4c","2026-07-19T01:15:00Z",1,"In which year was Chelsea FC founded?","1887",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","52122b68-be3e-455a-a635-8602d4a73d4c","2026-07-19T01:15:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","52122b68-be3e-455a-a635-8602d4a73d4c","2026-07-19T01:15:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","52122b68-be3e-455a-a635-8602d4a73d4c","2026-07-19T01:15:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Didier Drogba",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","52122b68-be3e-455a-a635-8602d4a73d4c","2026-07-19T01:15:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","440132e9-db1f-405c-860f-80de3c1be8fb","2026-07-19T01:53:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","440132e9-db1f-405c-860f-80de3c1be8fb","2026-07-19T01:53:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","440132e9-db1f-405c-860f-80de3c1be8fb","2026-07-19T01:53:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","440132e9-db1f-405c-860f-80de3c1be8fb","2026-07-19T01:53:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","John Terry",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","440132e9-db1f-405c-860f-80de3c1be8fb","2026-07-19T01:53:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ac9a4dde-2add-432a-8fdd-c2823b0cbb9f","2026-07-19T04:30:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ac9a4dde-2add-432a-8fdd-c2823b0cbb9f","2026-07-19T04:30:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ac9a4dde-2add-432a-8fdd-c2823b0cbb9f","2026-07-19T04:30:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ac9a4dde-2add-432a-8fdd-c2823b0cbb9f","2026-07-19T04:30:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Frank Lampard",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ac9a4dde-2add-432a-8fdd-c2823b0cbb9f","2026-07-19T04:30:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","b217178c-ff0c-435d-8088-c2e1f41f0c5e","2026-07-19T05:35:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","b217178c-ff0c-435d-8088-c2e1f41f0c5e","2026-07-19T05:35:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","b217178c-ff0c-435d-8088-c2e1f41f0c5e","2026-07-19T05:35:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","b217178c-ff0c-435d-8088-c2e1f41f0c5e","2026-07-19T05:35:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Frank Lampard",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","b217178c-ff0c-435d-8088-c2e1f41f0c5e","2026-07-19T05:35:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","4fe1a2e0-3d7a-4d96-8b3f-1464a7343a99","2026-07-19T08:19:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","4fe1a2e0-3d7a-4d96-8b3f-1464a7343a99","2026-07-19T08:19:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","4fe1a2e0-3d7a-4d96-8b3f-1464a7343a99","2026-07-19T08:19:00Z",3,"Which animal features on the Chelsea FC club crest?","Eagle",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","4fe1a2e0-3d7a-4d96-8b3f-1464a7343a99","2026-07-19T08:19:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Didier Drogba",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","4fe1a2e0-3d7a-4d96-8b3f-1464a7343a99","2026-07-19T08:19:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","7e3d95b7-f7ad-474d-a58f-3bc47a8020b8","2026-07-19T11:03:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","7e3d95b7-f7ad-474d-a58f-3bc47a8020b8","2026-07-19T11:03:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","7e3d95b7-f7ad-474d-a58f-3bc47a8020b8","2026-07-19T11:03:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","7e3d95b7-f7ad-474d-a58f-3bc47a8020b8","2026-07-19T11:03:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","John Terry",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","7e3d95b7-f7ad-474d-a58f-3bc47a8020b8","2026-07-19T11:03:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","58f46b80-542a-4580-8f44-0db2eca7880b","2026-07-19T12:32:00Z",1,"In which year was Chelsea FC founded?","1887",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","58f46b80-542a-4580-8f44-0db2eca7880b","2026-07-19T12:32:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","58f46b80-542a-4580-8f44-0db2eca7880b","2026-07-19T12:32:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","58f46b80-542a-4580-8f44-0db2eca7880b","2026-07-19T12:32:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Frank Lampard",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","58f46b80-542a-4580-8f44-0db2eca7880b","2026-07-19T12:32:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2008",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e5730d8d-4be9-4138-9410-c609f2e8ec7f","2026-07-19T15:16:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e5730d8d-4be9-4138-9410-c609f2e8ec7f","2026-07-19T15:16:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e5730d8d-4be9-4138-9410-c609f2e8ec7f","2026-07-19T15:16:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e5730d8d-4be9-4138-9410-c609f2e8ec7f","2026-07-19T15:16:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Frank Lampard",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e5730d8d-4be9-4138-9410-c609f2e8ec7f","2026-07-19T15:16:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2008",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","637276bf-7ca0-43ae-a10d-6a4f22a2407a","2026-07-19T17:45:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","637276bf-7ca0-43ae-a10d-6a4f22a2407a","2026-07-19T17:45:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","637276bf-7ca0-43ae-a10d-6a4f22a2407a","2026-07-19T17:45:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","637276bf-7ca0-43ae-a10d-6a4f22a2407a","2026-07-19T17:45:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Frank Lampard",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","637276bf-7ca0-43ae-a10d-6a4f22a2407a","2026-07-19T17:45:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","670a3429-c65f-4dac-a625-ac9c6fb0b6f9","2026-07-19T19:33:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","670a3429-c65f-4dac-a625-ac9c6fb0b6f9","2026-07-19T19:33:00Z",2,"What is the name of Chelsea FC's home stadium?","The Emirates",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","670a3429-c65f-4dac-a625-ac9c6fb0b6f9","2026-07-19T19:33:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","670a3429-c65f-4dac-a625-ac9c6fb0b6f9","2026-07-19T19:33:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Didier Drogba",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","670a3429-c65f-4dac-a625-ac9c6fb0b6f9","2026-07-19T19:33:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2021",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","cb42df31-c248-4b6d-928d-4f55095173a7","2026-07-19T22:12:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","cb42df31-c248-4b6d-928d-4f55095173a7","2026-07-19T22:12:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","cb42df31-c248-4b6d-928d-4f55095173a7","2026-07-19T22:12:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","cb42df31-c248-4b6d-928d-4f55095173a7","2026-07-19T22:12:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Bobby Tambling",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","cb42df31-c248-4b6d-928d-4f55095173a7","2026-07-19T22:12:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2021",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","429e4688-62e6-4004-b227-d1105b9957cc","2026-07-20T00:25:00Z",1,"In which year was Chelsea FC founded?","1887",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","429e4688-62e6-4004-b227-d1105b9957cc","2026-07-20T00:25:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","429e4688-62e6-4004-b227-d1105b9957cc","2026-07-20T00:25:00Z",3,"Which animal features on the Chelsea FC club crest?","Wolf",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","429e4688-62e6-4004-b227-d1105b9957cc","2026-07-20T00:25:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Didier Drogba",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","429e4688-62e6-4004-b227-d1105b9957cc","2026-07-20T00:25:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","2c84fbf3-a24e-47d9-8aee-699f1d92697d","2026-07-20T01:51:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","2c84fbf3-a24e-47d9-8aee-699f1d92697d","2026-07-20T01:51:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","2c84fbf3-a24e-47d9-8aee-699f1d92697d","2026-07-20T01:51:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","2c84fbf3-a24e-47d9-8aee-699f1d92697d","2026-07-20T01:51:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","John Terry",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","2c84fbf3-a24e-47d9-8aee-699f1d92697d","2026-07-20T01:51:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e52e4938-8495-4320-8888-338657d59391","2026-07-20T02:36:00Z",1,"In which year was Chelsea FC founded?","1905",True
